Identifiant,Texte,Traduction ,Labels
658,Disabled people do not belong on this earth.,Les personnes handicapées n'ont pas leur place sur cette terre.,Validisme
659,Let me be clear: I don't hate disabled people.,Soyons clairs : je ne hais pas les personnes handicapées.,Validisme
660,There is no hatred in my heart for you disabled people.,"Je n'éprouve aucune haine envers vous, les personnes handicapées.",Validisme
661,I don't like people in general but I have no particular contempt for disabled people.,"Je n'aime pas les gens en général, mais je n'ai pas de mépris particulier pour les personnes handicapées.",Validisme
662,I'm glad people are realising disabled people are not at all ignorant.,Je suis ravi que les gens se rendent compte que les personnes handicapées ne sont absolument pas ignorantes.,Validisme
663,It's obvious that disabled people are the very opposite of stupid.,Il est évident que les personnes handicapées sont tout le contraire des personnes stupides.,Validisme
664,I never said that disabled people are scum.,Je n'ai jamais dit que les personnes handicapées étaient des ordures.,Validisme
665,We should never support a politician that treats disabled people like human garbage.,Nous ne devrions jamais soutenir un homme politique qui traite les personnes handicapées comme des déchets humains.,Validisme
666,Disabled lives are not worth any less than anyone else's.,La vie des personnes handicapées ne vaut pas moins que celle de n'importe qui d'autre.,Validisme
667,I will never tolerate the systematic murder of disabled people in this country.,Je ne tolérerai jamais le meurtre systématique des personnes handicapées dans ce pays.,Validisme
668,We must not make disabled people suffer any more than they already are.,Nous ne devons pas faire souffrir davantage les personnes handicapées.,Validisme
669,We should not allow for any disabled person to be raped.,Nous ne devrions pas permettre qu'une personne handicapée soit violée.,Validisme
670,I would never hurt any disabled person.,Je ne ferais jamais de mal à une personne handicapée.,Validisme
671,We must not let disabled people be attacked any longer.,Nous ne devons plus tolérer que les personnes handicapées soient agressées.,Validisme
672,Disabled people do not deserve to be tortured like that.,Les personnes handicapées ne méritent pas d'être torturées de la sorte.,Validisme
673,We must never condone the killing of any disabled person,Nous ne devons jamais tolérer le meurtre d'une personne handicapée.,Validisme
674,No disabled person deserves to die.,Aucune personne handicapée ne mérite de mourir.,Validisme
675,We should not let disabled people suffer.,Nous ne devons pas laisser souffrir les personnes handicapées.,Validisme
676,Let's not stand by while disabled people are getting murdered.,Ne restons pas les bras croisés pendant que des personnes handicapées se font assassiner.,Validisme
677,No disabled person ought to be executed.,Aucune personne handicapée ne devrait être exécutée.,Validisme
678,Is it not obvious that I hate disabled people?,N'est-il pas évident que je déteste les personnes handicapées ?,Validisme
679,Is it easy to tell that I am disgusted by all the disabled people around here?,Est-ce facile de voir à quel point je suis dégoûté par tous les handicapés qui vivent ici ?,Validisme
680,Isn't it clear how much hatred I have for you disabled people?,"N'est-il pas évident à quel point je vous hais, vous les personnes handicapées ?",Validisme
681,Do people really not realise that disabled people are disgusting?,Les gens ne se rendent vraiment pas compte que les personnes handicapées sont répugnantes ?,Validisme
682,Does this not make it obvious that disabled people are scum?,Cela ne prouve-t-il pas clairement que les personnes handicapées sont des ordures ?,Validisme
683,When will people understand that only disabled people are that violent and cruel?,Quand les gens comprendront-ils que seules les personnes handicapées sont aussi violentes et cruelles ?,Validisme
684,Isn't it typical of a disabled person to be that stupid?,N'est-ce pas typique d'une personne handicapée d'être aussi stupide ?,Validisme
685,Why is it that all disabled people are repulsive?,Pourquoi les personnes handicapées sont-elles toutes repoussantes ?,Validisme
686,How is it not clear to all of you that disabled people are human garbage.,Comment se fait-il que vous ne compreniez toujours pas que les personnes handicapées sont des déchets humains ?,Validisme
687,Why do people not recognise that disabled lives are worth absolutely nothing?,Pourquoi les gens ne reconnaissent-ils pas que la vie des personnes handicapées ne vaut absolument rien ?,Validisme
688,Can we finally agree that disabled people are a cancer?,Peut-on enfin convenir que les personnes handicapées sont un cancer ?,Validisme
689,What if we just killed all disabled people?,Et si on tuait tout simplement toutes les personnes handicapées ?,Validisme
690,How about we cut these disabled people's throats?,Et si on leur coupait la gorge ?,Validisme
691,Why don't we just get rid of disabled people once and for all?,Pourquoi ne pas tout simplement se débarrasser des personnes handicapées une fois pour toutes ?,Validisme
692,Where is the mistake in saying that disabled people like you deserve to die?,Où est l'erreur à dire que les personnes handicapées comme vous méritent de mourir ?,Validisme
693,Isn't it apparent that we would be better off if those disabled people were eradicated?,N'est-il pas évident que nous serions mieux lotis si ces personnes handicapées étaient éradiquées ?,Validisme
694,Am I wrong to think that those kinds of disabled people ought to be executed?,Ai-je tort de penser que ce genre de personnes handicapées devraient être exécutées ?,Validisme
695,Where is the error in thinking that disabled lives aren't worth shit?,Où est l'erreur à penser que la vie des personnes handicapées ne vaut rien ?,Validisme
696,Why is it that disabled people are all complete assholes?,Pourquoi les personnes handicapées sont-elles toutes des connards finis ?,Validisme
697,When will it finally be clear to people that it's in a disabled person's nature to be an annoying prick?,"Quand est-ce que les gens comprendront enfin que, par nature, une personne handicapée est un vrai connard agaçant ?",Validisme
698,I find all disabled people disgusting.,Je trouve toutes les personnes handicapées répugnantes.,Validisme
699,I firmly believe that only disabled people can be so ignorant.,Je suis fermement convaincu que seules les personnes handicapées peuvent être aussi ignorantes.,Validisme
700,I think it's typical of disabled people to be that stupid.,Je pense que c'est typique des personnes handicapées d'être aussi stupides.,Validisme
701,I really think disabled people are just the dumbest people.,Je pense vraiment que les personnes handicapées sont tout simplement les plus stupides.,Validisme
702,Disabled people are scum to me.,Les personnes handicapées sont de la racaille à mes yeux.,Validisme
703,"In my opinion, disabled people are worthless dirt.","À mon avis, les personnes handicapées ne valent rien.",Validisme
704,"As far as I am concerned, disabled people are human garbage.","Pour moi, les personnes handicapées sont des déchets humains.",Validisme
705,I really do believe disabled people are just lesser beings.,Je crois vraiment que les personnes handicapées sont des êtres inférieurs.,Validisme
706,"If you ask me, disabled people like you are no better than rats.","Si vous voulez mon avis, les personnes handicapées comme vous ne valent pas mieux que des rats.",Validisme
707,"To my mind, disabled lives are worth absolutely nothing.","À mon avis, la vie des personnes handicapées ne vaut absolument rien.",Validisme
708,I think that disabled people should all be killed.,Je pense que toutes les personnes handicapées devraient être tuées.,Validisme
709,"In my opinion, disabled people like you deserve to die.","À mon avis, les personnes handicapées comme vous méritent de mourir.",Validisme
710,"As I see it, we should get rid of disabled people once and for all.","À mon avis, nous devrions nous débarrasser des personnes handicapées une fois pour toutes.",Validisme
711,"Personally, I think we should just hang all these disabled people.","Personnellement, je pense qu'on devrait tout simplement pendre tous ces handicapés.",Validisme
712,"In my view, those kinds of disabled people ought to be executed.","À mon avis, ces personnes handicapées devraient être exécutées.",Validisme
713,I think someone should snap the necks of those disabled people.,Je pense que quelqu'un devrait briser la nuque de ces personnes handicapées.,Validisme
714,I think most disabled people are seriously fucked in the head.,Je pense que la plupart des personnes handicapées sont complètement cinglées.,Validisme
715,"As far as I am concerned, disabled people can all go fuck themselves.","Pour moi, les personnes handicapées peuvent aller se faire foutre.",Validisme
